unit,nationalsecurity,healthcare,education,jobs,crime,immigration,drugaddiction,socialsecurity,terrorism,environment,ranking,treat,issue,quotecondition,issuecondition,pid,ideo,gender,age,race
1653,NA,NA,NA,1,NA,NA,NA,NA,NA,3,---1-----3,4,Jobs,They lose,Top issue,Strong Democrat,Very Liberal,Female,45-54,African American
1654,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1-------3-,0,National security,No quote,No issue,Weak Republican,Conservative,Male,35-44,White/Caucasian
1655,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,2,Education,We win,No issue,Lean Republican,Moderate,Male,18-24,White/Caucasian
1656,NA,NA,NA,NA,NA,NA,NA,1,NA,3,-------1-3,7,Environment,They lose,3rd issue,Strong Democrat,Liberal,Female,35-44,White/Caucasian
1657,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1----3----,6,Immigration,No quote,3rd issue,Independent,Conservative,Male,25-34,Hispanic
1658,NA,NA,NA,NA,3,1,NA,NA,NA,NA,----31----,0,Crime,No quote,No issue,Independent,Liberal,Male,18-24,Hispanic
1659,NA,1,NA,NA,NA,NA,NA,3,NA,NA,-1-----3--,1,Health care,They lose,No issue,Strong Democrat,Very Conservative,Male,55-64,African American
1660,3,NA,NA,NA,NA,NA,NA,1,NA,NA,3------1--,0,Social security,No quote,No issue,Lean Democrat,Conservative,Female,65 or over,Asian
1661,NA,1,NA,NA,NA,NA,NA,3,NA,NA,-1-----3--,2,Social security,We win,No issue,Strong Democrat,Moderate,Male,35-44,African American
1662,NA,NA,1,NA,3,NA,NA,NA,NA,NA,--1-3-----,6,Crime,No quote,3rd issue,Weak Republican,Conservative,Male,35-44,White/Caucasian
1663,NA,NA,NA,NA,NA,NA,3,NA,NA,1,------3--1,0,Environment,No quote,No issue,Independent,Liberal,Female,65 or over,White/Caucasian
1664,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,0,Jobs,No quote,No issue,Weak Democrat,Liberal,Female,45-54,White/Caucasian
1665,NA,NA,NA,NA,NA,NA,NA,3,NA,1,-------3-1,6,Social security,No quote,3rd issue,Independent,Very Liberal,Female,35-44,White/Caucasian
1666,NA,NA,NA,NA,NA,3,NA,1,NA,NA,-----3-1--,4,Social security,They lose,Top issue,Lean Republican,Conservative,Female,45-54,White/Caucasian
1667,3,1,NA,NA,NA,NA,NA,NA,NA,NA,31--------,2,Health care,We win,No issue,Independent,Moderate,Male,55-64,African American
1668,NA,1,NA,NA,NA,3,NA,NA,NA,NA,-1---3----,1,Immigration,They lose,No issue,Strong Republican,Very Conservative,Male,55-64,White/Caucasian
1669,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,4,Jobs,They lose,Top issue,Lean Democrat,Liberal,Female,35-44,Hispanic
1670,NA,3,NA,NA,NA,NA,NA,NA,NA,1,-3-------1,2,Health care,We win,No issue,Strong Democrat,Moderate,Female,18-24,Hispanic
1671,NA,NA,3,NA,NA,NA,NA,1,NA,NA,--3----1--,6,Education,No quote,3rd issue,Independent,Moderate,Female,18-24,Hispanic
1672,3,NA,NA,NA,NA,NA,NA,NA,1,NA,3-------1-,1,Terrorism,They lose,No issue,Strong Republican,Moderate,Male,35-44,White/Caucasian
1673,NA,NA,3,NA,NA,NA,NA,NA,NA,1,--3------1,2,Education,We win,No issue,Strong Republican,Very Conservative,Male,25-34,White/Caucasian
1674,NA,NA,NA,NA,3,NA,NA,NA,1,NA,----3---1-,4,Terrorism,They lose,Top issue,Independent,Moderate,Female,55-64,Hispanic
1675,NA,NA,NA,NA,NA,NA,3,1,NA,NA,------31--,4,Social security,They lose,Top issue,Independent,Moderate,Male,65 or over,White/Caucasian
1676,NA,3,NA,NA,NA,NA,NA,1,NA,NA,-3-----1--,0,Social security,No quote,No issue,Strong Republican,Very Conservative,Male,55-64,White/Caucasian
1677,NA,3,NA,NA,NA,NA,NA,1,NA,NA,-3-----1--,2,Social security,We win,No issue,Lean Democrat,Conservative,Female,55-64,White/Caucasian
1678,NA,NA,NA,NA,NA,3,NA,1,NA,NA,-----3-1--,7,Immigration,They lose,3rd issue,Weak Republican,Moderate,Male,55-64,White/Caucasian
1679,NA,NA,NA,NA,3,NA,NA,NA,1,NA,----3---1-,2,Terrorism,We win,No issue,Lean Democrat,Moderate,Male,55-64,White/Caucasian
1680,NA,NA,NA,NA,NA,1,NA,3,NA,NA,-----1-3--,7,Social security,They lose,3rd issue,Independent,Not Sure,Male,45-54,White/Caucasian
1681,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1--------3,8,Environment,We win,3rd issue,Independent,Moderate,Male,55-64,White/Caucasian
1682,NA,NA,1,NA,NA,NA,NA,NA,NA,3,--1------3,2,Environment,We win,No issue,Lean Democrat,Liberal,Male,25-34,White/Caucasian
1683,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,0,Education,No quote,No issue,Strong Republican,Very Conservative,Male,35-44,White/Caucasian
1684,NA,NA,NA,NA,3,NA,NA,NA,NA,1,----3----1,0,Crime,No quote,No issue,Independent,Moderate,Male,25-34,White/Caucasian
1685,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,3,Jobs,No quote,Top issue,Strong Republican,Very Conservative,Male,25-34,White/Caucasian
1686,NA,NA,NA,NA,3,1,NA,NA,NA,NA,----31----,6,Crime,No quote,3rd issue,Weak Democrat,Very Liberal,Male,18-24,White/Caucasian
1687,NA,NA,NA,1,NA,NA,NA,3,NA,NA,---1---3--,1,Jobs,They lose,No issue,Weak Democrat,Not Sure,Male,35-44,White/Caucasian
1688,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,0,Education,No quote,No issue,Strong Democrat,Liberal,Female,55-64,White/Caucasian
1689,NA,NA,NA,NA,1,NA,NA,NA,NA,3,----1----3,1,Environment,They lose,No issue,Lean Democrat,Moderate,Female,55-64,African American
1690,3,NA,NA,NA,NA,NA,NA,NA,1,NA,3-------1-,1,Terrorism,They lose,No issue,Strong Republican,Very Conservative,Male,55-64,White/Caucasian
1691,3,1,NA,NA,NA,NA,NA,NA,NA,NA,31--------,0,National security,No quote,No issue,Weak Republican,Conservative,Male,55-64,White/Caucasian
1692,NA,NA,NA,NA,NA,NA,3,1,NA,NA,------31--,5,Social security,We win,Top issue,Independent,Moderate,Male,65 or over,White/Caucasian
1693,3,NA,NA,NA,NA,NA,NA,1,NA,NA,3------1--,2,National security,We win,No issue,Independent,Conservative,Male,65 or over,White/Caucasian
1694,NA,3,NA,NA,NA,NA,NA,1,NA,NA,-3-----1--,7,Health care,They lose,3rd issue,Weak Republican,Moderate,Male,65 or over,White/Caucasian
1695,NA,1,NA,NA,NA,3,NA,NA,NA,NA,-1---3----,4,Health care,They lose,Top issue,Strong Democrat,Very Liberal,Male,65 or over,White/Caucasian
1696,NA,3,NA,NA,NA,1,NA,NA,NA,NA,-3---1----,8,Health care,We win,3rd issue,Strong Republican,Conservative,Female,65 or over,White/Caucasian
1697,3,NA,NA,NA,1,NA,NA,NA,NA,NA,3---1-----,5,Crime,We win,Top issue,Strong Democrat,Liberal,Female,65 or over,African American
1698,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,3,Health care,No quote,Top issue,Weak Democrat,Moderate,Male,25-34,White/Caucasian
1699,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1-------3-,2,Terrorism,We win,No issue,Lean Republican,Moderate,Male,18-24,White/Caucasian
1700,NA,NA,NA,3,NA,1,NA,NA,NA,NA,---3-1----,0,Jobs,No quote,No issue,Strong Republican,Very Conservative,Female,45-54,White/Caucasian
1701,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,2,Health care,We win,No issue,Strong Republican,Conservative,Male,65 or over,White/Caucasian
1702,NA,NA,NA,1,NA,3,NA,NA,NA,NA,---1-3----,0,Jobs,No quote,No issue,Strong Democrat,Very Liberal,Male,45-54,Asian
1703,NA,3,NA,NA,NA,NA,NA,NA,NA,1,-3-------1,6,Health care,No quote,3rd issue,Strong Democrat,Very Liberal,Male,55-64,White/Caucasian
1704,NA,NA,NA,NA,3,NA,NA,NA,NA,1,----3----1,6,Crime,No quote,3rd issue,Strong Democrat,Moderate,Male,35-44,White/Caucasian
1705,NA,1,NA,NA,NA,NA,NA,3,NA,NA,-1-----3--,5,Health care,We win,Top issue,Strong Republican,Very Conservative,Female,55-64,White/Caucasian
1706,NA,NA,NA,1,NA,NA,NA,3,NA,NA,---1---3--,2,Jobs,We win,No issue,Lean Democrat,NA,Female,45-54,African American
1707,NA,NA,1,NA,NA,NA,NA,3,NA,NA,--1----3--,1,Education,They lose,No issue,Not sure,Moderate,Male,25-34,Other
1708,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1---3-----,1,National security,They lose,No issue,Strong Republican,Very Conservative,Female,65 or over,White/Caucasian
1709,3,1,NA,NA,NA,NA,NA,NA,NA,NA,31--------,0,Health care,No quote,No issue,Independent,Moderate,Female,55-64,White/Caucasian
1710,NA,NA,NA,1,3,NA,NA,NA,NA,NA,---13-----,6,Crime,No quote,3rd issue,Strong Democrat,Conservative,Male,25-34,Hispanic
1711,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,4,Jobs,They lose,Top issue,Strong Democrat,Very Liberal,Female,55-64,White/Caucasian
1712,NA,NA,NA,1,NA,3,NA,NA,NA,NA,---1-3----,2,Jobs,We win,No issue,Lean Republican,Conservative,Female,55-64,White/Caucasian
1713,NA,NA,NA,NA,3,NA,NA,NA,1,NA,----3---1-,8,Crime,We win,3rd issue,Weak Democrat,Moderate,Female,55-64,White/Caucasian
1714,NA,NA,NA,1,3,NA,NA,NA,NA,NA,---13-----,1,Jobs,They lose,No issue,Strong Democrat,Liberal,Male,45-54,African American
1715,NA,NA,NA,NA,NA,3,NA,1,NA,NA,-----3-1--,4,Social security,They lose,Top issue,Independent,Moderate,Male,65 or over,White/Caucasian
1716,NA,NA,NA,NA,NA,3,NA,NA,NA,1,-----3---1,4,Environment,They lose,Top issue,Independent,Liberal,Other,25-34,White/Caucasian
1717,3,NA,NA,NA,NA,1,NA,NA,NA,NA,3----1----,6,National security,No quote,3rd issue,Strong Republican,Moderate,Female,18-24,Hispanic
1718,1,NA,3,NA,NA,NA,NA,NA,NA,NA,1-3-------,6,Education,No quote,3rd issue,Weak Republican,Moderate,Female,55-64,White/Caucasian
1719,NA,NA,3,NA,NA,NA,NA,NA,1,NA,--3-----1-,6,Education,No quote,3rd issue,Independent,Conservative,Female,55-64,White/Caucasian
1720,NA,3,1,NA,NA,NA,NA,NA,NA,NA,-31-------,4,Education,They lose,Top issue,Lean Democrat,Moderate,Female,NA,African American
1721,NA,NA,NA,NA,NA,1,NA,NA,3,NA,-----1--3-,2,Terrorism,We win,No issue,Strong Republican,Moderate,Male,65 or over,White/Caucasian
1722,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1----3----,7,Immigration,They lose,3rd issue,Strong Republican,Conservative,Male,65 or over,White/Caucasian
1723,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,0,Jobs,No quote,No issue,Independent,Moderate,Male,18-24,African American
1724,NA,3,NA,NA,NA,NA,NA,NA,NA,1,-3-------1,5,Environment,We win,Top issue,Independent,Very Liberal,Male,45-54,White/Caucasian
1725,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,5,Health care,We win,Top issue,Strong Democrat,Liberal,Male,45-54,White/Caucasian
1726,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,6,Education,No quote,3rd issue,Strong Democrat,Very Liberal,Male,65 or over,White/Caucasian
1727,NA,NA,NA,1,NA,NA,NA,3,NA,NA,---1---3--,2,Jobs,We win,No issue,Weak Democrat,Conservative,Female,55-64,White/Caucasian
1728,NA,NA,NA,3,NA,NA,NA,NA,NA,1,---3-----1,6,Jobs,No quote,3rd issue,Not sure,Moderate,Male,18-24,White/Caucasian
1729,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,7,Health care,They lose,3rd issue,Strong Republican,Liberal,Male,25-34,Asian
1730,3,NA,NA,1,NA,NA,NA,NA,NA,NA,3--1------,2,Jobs,We win,No issue,Lean Democrat,Moderate,Male,35-44,White/Caucasian
1731,NA,NA,1,NA,NA,NA,NA,NA,NA,3,--1------3,5,Education,We win,Top issue,Strong Democrat,Very Liberal,Female,35-44,Asian
1732,NA,NA,1,NA,NA,NA,NA,NA,NA,3,--1------3,8,Environment,We win,3rd issue,Strong Democrat,Very Liberal,Female,18-24,Hispanic
1733,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,5,Jobs,We win,Top issue,Strong Republican,Conservative,Male,35-44,White/Caucasian
1734,3,NA,NA,NA,NA,1,NA,NA,NA,NA,3----1----,0,National security,No quote,No issue,Strong Republican,Very Conservative,Male,45-54,White/Caucasian
1735,NA,NA,1,3,NA,NA,NA,NA,NA,NA,--13------,3,Education,No quote,Top issue,Lean Republican,Moderate,Male,25-34,Hispanic
1736,3,1,NA,NA,NA,NA,NA,NA,NA,NA,31--------,1,National security,They lose,No issue,Lean Republican,Conservative,Male,35-44,White/Caucasian
1737,NA,NA,NA,NA,NA,NA,NA,3,1,NA,-------31-,5,Terrorism,We win,Top issue,Strong Republican,Conservative,Male,55-64,White/Caucasian
1738,NA,NA,NA,NA,NA,1,NA,3,NA,NA,-----1-3--,5,Immigration,We win,Top issue,Strong Republican,Very Conservative,Male,55-64,White/Caucasian
1739,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,3,Health care,No quote,Top issue,Lean Democrat,Very Liberal,Male,25-34,White/Caucasian
1740,NA,NA,1,3,NA,NA,NA,NA,NA,NA,--13------,2,Education,We win,No issue,Strong Democrat,Very Liberal,Female,18-24,White/Caucasian
1741,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,4,Jobs,They lose,Top issue,Strong Republican,Very Conservative,Male,25-34,White/Caucasian
1742,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,-------1--,5,Social security,We win,Top issue,Strong Republican,Very Conservative,Male,35-44,White/Caucasian
1743,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,6,Health care,No quote,3rd issue,Not sure,Moderate,Male,25-34,Other
1744,NA,1,NA,NA,3,NA,NA,NA,NA,NA,-1--3-----,8,Crime,We win,3rd issue,Independent,Liberal,Female,45-54,White/Caucasian
1745,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,8,Environment,We win,3rd issue,Strong Democrat,Liberal,Male,65 or over,White/Caucasian
1746,NA,NA,NA,NA,NA,1,NA,3,NA,NA,-----1-3--,0,Immigration,No quote,No issue,Strong Republican,Very Conservative,Male,65 or over,White/Caucasian
1747,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1-------3-,2,National security,We win,No issue,Lean Republican,Conservative,Male,65 or over,White/Caucasian
1748,NA,1,NA,NA,NA,NA,NA,3,NA,NA,-1-----3--,1,Social security,They lose,No issue,Strong Republican,Moderate,Male,55-64,White/Caucasian
1749,NA,3,NA,NA,NA,NA,1,NA,NA,NA,-3----1---,5,Drug addiction,We win,Top issue,Lean Democrat,Moderate,Female,55-64,Hispanic
1750,NA,NA,NA,1,NA,3,NA,NA,NA,NA,---1-3----,6,Immigration,No quote,3rd issue,Independent,Moderate,Male,25-34,White/Caucasian
1751,NA,NA,NA,NA,NA,3,NA,NA,1,NA,-----3--1-,8,Immigration,We win,3rd issue,Independent,Very Liberal,Female,55-64,White/Caucasian
1752,NA,NA,NA,1,NA,NA,NA,NA,NA,3,---1-----3,8,Environment,We win,3rd issue,Independent,Moderate,Male,25-34,White/Caucasian
1753,NA,NA,NA,NA,1,NA,NA,NA,NA,3,----1----3,2,Environment,We win,No issue,Not sure,Not Sure,Female,18-24,Hispanic
1754,NA,NA,NA,1,NA,NA,3,NA,NA,NA,---1--3---,6,Drug addiction,No quote,3rd issue,Strong Democrat,Moderate,Male,25-34,African American
1755,1,NA,NA,NA,NA,NA,NA,3,NA,NA,1------3--,5,National security,We win,Top issue,Weak Republican,Very Conservative,Female,65 or over,Native American
1756,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1-------3-,0,National security,No quote,No issue,Strong Republican,Conservative,Male,35-44,White/Caucasian
1757,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,2,Jobs,We win,No issue,Strong Republican,Very Conservative,Male,35-44,White/Caucasian
1758,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,2,Health care,We win,No issue,Strong Democrat,Liberal,Male,45-54,African American
1759,3,NA,NA,NA,NA,NA,NA,1,NA,NA,3------1--,5,Social security,We win,Top issue,Independent,Conservative,Male,65 or over,White/Caucasian
1760,NA,NA,NA,NA,NA,1,NA,NA,3,NA,-----1--3-,1,Terrorism,They lose,No issue,Lean Republican,Moderate,Female,45-54,White/Caucasian
1761,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,0,Environment,No quote,No issue,Lean Democrat,Moderate,Male,65 or over,White/Caucasian
1762,NA,NA,NA,NA,NA,3,NA,1,NA,NA,-----3-1--,7,Immigration,They lose,3rd issue,Strong Democrat,Liberal,Female,65 or over,Other
1763,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,1,Health care,They lose,No issue,Strong Democrat,Liberal,Male,25-34,White/Caucasian
1764,1,NA,NA,NA,NA,NA,NA,3,NA,NA,1------3--,6,Social security,No quote,3rd issue,Independent,Conservative,Male,55-64,White/Caucasian
1765,3,NA,NA,1,NA,NA,NA,NA,NA,NA,3--1------,6,National security,No quote,3rd issue,Strong Republican,Conservative,Male,35-44,White/Caucasian
1766,NA,NA,NA,1,NA,NA,NA,NA,3,NA,---1----3-,2,Jobs,We win,No issue,Weak Republican,Moderate,Male,25-34,White/Caucasian
1767,NA,NA,NA,NA,NA,NA,NA,NA,3,1,--------31,6,Terrorism,No quote,3rd issue,Strong Democrat,Liberal,Female,65 or over,White/Caucasian
1768,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13--------,7,Health care,They lose,3rd issue,Strong Republican,Conservative,Female,65 or over,White/Caucasian
1769,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,3,Health care,No quote,Top issue,Strong Democrat,Moderate,Female,55-64,White/Caucasian
1770,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,3,Health care,No quote,Top issue,Lean Democrat,Moderate,Male,35-44,White/Caucasian
1771,3,NA,NA,NA,NA,1,NA,NA,NA,NA,3----1----,8,National security,We win,3rd issue,Lean Democrat,Moderate,Female,25-34,Hispanic
1772,NA,1,NA,NA,NA,NA,3,NA,NA,NA,-1----3---,4,Health care,They lose,Top issue,Lean Democrat,Moderate,Female,45-54,White/Caucasian
1773,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1-------3-,8,Terrorism,We win,3rd issue,Lean Democrat,Moderate,Female,45-54,White/Caucasian
1774,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,1,Jobs,They lose,No issue,Independent,Moderate,Male,25-34,Hispanic
1775,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,8,Education,We win,3rd issue,Lean Republican,Moderate,Male,25-34,White/Caucasian
1776,NA,NA,1,3,NA,NA,NA,NA,NA,NA,--13------,7,Jobs,They lose,3rd issue,Independent,Moderate,Male,35-44,White/Caucasian
1777,NA,1,NA,NA,NA,NA,NA,NA,3,NA,-1------3-,6,Terrorism,No quote,3rd issue,Weak Democrat,Very Conservative,Female,65 or over,White/Caucasian
1778,3,NA,NA,1,NA,NA,NA,NA,NA,NA,3--1------,5,Jobs,We win,Top issue,Independent,Moderate,Male,25-34,White/Caucasian
1779,3,NA,NA,NA,NA,1,NA,NA,NA,NA,3----1----,0,Immigration,No quote,No issue,Strong Republican,Conservative,Female,65 or over,White/Caucasian
1780,NA,NA,NA,1,NA,NA,NA,NA,NA,3,---1-----3,3,Jobs,No quote,Top issue,Weak Republican,Conservative,Male,18-24,African American
1781,NA,NA,NA,NA,NA,3,NA,NA,1,NA,-----3--1-,3,Terrorism,No quote,Top issue,Strong Republican,Conservative,Male,45-54,White/Caucasian
1782,NA,NA,NA,3,NA,NA,NA,NA,NA,1,---3-----1,1,Jobs,They lose,No issue,Lean Democrat,Moderate,Female,35-44,African American
1783,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1-------3-,1,Terrorism,They lose,No issue,Strong Republican,Very Conservative,Male,65 or over,White/Caucasian
1784,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1--------3,7,Environment,They lose,3rd issue,Strong Democrat,Liberal,Female,65 or over,White/Caucasian
1785,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1-------3-,7,Terrorism,They lose,3rd issue,Strong Republican,Very Conservative,Male,55-64,White/Caucasian
1786,NA,NA,NA,NA,NA,3,1,NA,NA,NA,-----31---,0,Drug addiction,No quote,No issue,Weak Republican,Conservative,Female,25-34,White/Caucasian
1787,1,NA,NA,NA,NA,NA,NA,3,NA,NA,1------3--,2,Social security,We win,No issue,Weak Democrat,Not Sure,Male,25-34,White/Caucasian
1788,NA,NA,3,NA,NA,1,NA,NA,NA,NA,--3--1----,7,Education,They lose,3rd issue,Lean Democrat,Very Liberal,Female,25-34,Hispanic
1789,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13--------,8,Health care,We win,3rd issue,Weak Democrat,Conservative,Female,25-34,African American
1790,NA,3,NA,NA,NA,NA,NA,NA,1,NA,-3------1-,6,Health care,No quote,3rd issue,Independent,Not Sure,Male,25-34,White/Caucasian
1791,NA,NA,NA,NA,NA,NA,NA,3,NA,1,-------3-1,4,Environment,They lose,Top issue,Strong Democrat,Liberal,Male,65 or over,White/Caucasian
1792,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,4,Health care,They lose,Top issue,Lean Republican,Moderate,Male,65 or over,White/Caucasian
1793,NA,3,1,NA,NA,NA,NA,NA,NA,NA,-31-------,2,Health care,We win,No issue,Independent,Moderate,Female,45-54,Hispanic
1794,3,NA,NA,1,NA,NA,NA,NA,NA,NA,3--1------,0,National security,No quote,No issue,Weak Republican,Conservative,Male,35-44,White/Caucasian
1795,NA,NA,NA,NA,1,NA,NA,NA,3,NA,----1---3-,8,Terrorism,We win,3rd issue,Strong Republican,Very Conservative,Male,35-44,White/Caucasian
1796,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,1,Education,They lose,No issue,Lean Republican,Conservative,Male,25-34,White/Caucasian
1797,NA,NA,NA,3,NA,1,NA,NA,NA,NA,---3-1----,2,Immigration,We win,No issue,Weak Republican,Conservative,Male,65 or over,White/Caucasian
1798,NA,1,NA,3,NA,NA,NA,NA,NA,NA,-1-3------,3,Health care,No quote,Top issue,Weak Republican,Moderate,Male,35-44,White/Caucasian
1799,3,1,NA,NA,NA,NA,NA,NA,NA,NA,31--------,6,National security,No quote,3rd issue,Strong Republican,Moderate,Male,55-64,White/Caucasian
1800,3,NA,NA,NA,1,NA,NA,NA,NA,NA,3---1-----,6,National security,No quote,3rd issue,Strong Democrat,Very Liberal,Male,45-54,African American
1801,NA,NA,3,NA,NA,NA,1,NA,NA,NA,--3---1---,3,Drug addiction,No quote,Top issue,Independent,Moderate,Male,25-34,White/Caucasian
1802,NA,1,NA,NA,NA,NA,NA,NA,NA,3,-1-------3,2,Environment,We win,No issue,Weak Democrat,Liberal,Male,25-34,White/Caucasian
1803,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13--------,6,Health care,No quote,3rd issue,Strong Republican,Conservative,Female,45-54,White/Caucasian
1804,3,NA,NA,1,NA,NA,NA,NA,NA,NA,3--1------,2,Jobs,We win,No issue,Weak Republican,Moderate,Female,55-64,Hispanic
1805,NA,1,NA,NA,NA,NA,NA,3,NA,NA,-1-----3--,3,Health care,No quote,Top issue,Strong Democrat,Liberal,Female,65 or over,White/Caucasian
1806,NA,NA,NA,1,NA,NA,NA,NA,NA,3,---1-----3,2,Jobs,We win,No issue,Strong Democrat,Moderate,Male,25-34,African American
1807,NA,3,NA,1,NA,NA,NA,NA,NA,NA,-3-1------,2,Health care,We win,No issue,Strong Democrat,Liberal,Male,45-54,African American
1808,NA,3,NA,NA,1,NA,NA,NA,NA,NA,-3--1-----,3,Crime,No quote,Top issue,Strong Republican,Conservative,Male,18-24,White/Caucasian
1809,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1-------3-,0,Terrorism,No quote,No issue,Independent,Conservative,Male,25-34,African American
1810,NA,NA,NA,NA,NA,NA,NA,1,NA,3,-------1-3,1,Environment,They lose,No issue,Independent,Moderate,Male,55-64,White/Caucasian
1811,NA,NA,NA,3,NA,NA,NA,1,NA,NA,---3---1--,3,Social security,No quote,Top issue,Independent,Moderate,Male,55-64,White/Caucasian
1812,NA,NA,3,NA,1,NA,NA,NA,NA,NA,--3-1-----,3,Crime,No quote,Top issue,Strong Democrat,Very Conservative,Male,25-34,White/Caucasian
1813,NA,NA,NA,1,NA,3,NA,NA,NA,NA,---1-3----,4,Jobs,They lose,Top issue,Lean Republican,Moderate,Male,35-44,White/Caucasian
1814,NA,NA,NA,NA,NA,3,1,NA,NA,NA,-----31---,6,Immigration,No quote,3rd issue,Strong Republican,Very Conservative,Male,18-24,White/Caucasian
1815,NA,NA,NA,1,3,NA,NA,NA,NA,NA,---13-----,2,Jobs,We win,No issue,Strong Democrat,Very Liberal,Male,25-34,White/Caucasian
1816,NA,NA,1,NA,NA,NA,NA,NA,NA,3,--1------3,6,Environment,No quote,3rd issue,Independent,Not Sure,Male,18-24,White/Caucasian
1817,NA,NA,NA,NA,NA,NA,1,NA,3,NA,------1-3-,3,Drug addiction,No quote,Top issue,Lean Democrat,Liberal,Male,45-54,African American
1818,NA,NA,3,1,NA,NA,NA,NA,NA,NA,--31------,1,Jobs,They lose,No issue,Strong Democrat,Moderate,Female,55-64,Asian
1819,NA,1,3,NA,NA,NA,NA,NA,NA,NA,-13-------,2,Health care,We win,No issue,Strong Democrat,Very Liberal,Male,25-34,White/Caucasian
1820,3,1,NA,NA,NA,NA,NA,NA,NA,NA,31--------,7,National security,They lose,3rd issue,Independent,Moderate,Male,45-54,White/Caucasian
1821,NA,NA,NA,3,NA,NA,NA,1,NA,NA,---3---1--,7,Jobs,They lose,3rd issue,Strong Republican,Very Conservative,Male,55-64,White/Caucasian
1822,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1----3----,3,National security,No quote,Top issue,Weak Republican,Conservative,Male,18-24,White/Caucasian
